condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
4_con_totaldot,0.25,4,15,12,282,9,,,,4_con_totaldot_image_12.png,246.12617207157018,246.3773491211905,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,15,13,283,13,,,,2_con_circum_image_61.png,246.48352419656294,246.73431049620558,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,15,14,284,8,,,,3_con_totaldot_image_50.png,246.84196357156907,247.09323674619372,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,15,15,285,0,,,,1_con_singledot_image_2.png,247.1994148215599,247.45095753819623,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,15,16,286,6,,,,1_con_totaldot_image_68.png,247.55878965456213,247.80988903819525,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,15,17,287,1,,,,2_con_singledot_image_57.png,247.9161207385623,248.16813595419808,5.wav,248.2684978750185,4.mp4,248.2684978750185,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,16,0,288,0,,,,1_con_singledot_image_45.png,250.11477638635552,250.36806670420629,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,16,1,289,15,,,,4_con_circum_image_34.png,250.47541652955988,250.72747441321553,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,16,2,290,6,,,,1_con_totaldot_image_4.png,250.83375082157727,251.08505107920791,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,16,3,291,10,,,,5_con_totaldot_image_67.png,251.19216386358312,251.44330037118925,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,16,4,292,1,,,,2_con_singledot_image_44.png,251.54954502957116,251.80084003820957,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,16,5,293,17,,,,6_con_circum_image_50.png,251.90908344656054,252.1603986632108,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,16,6,294,3,,,,4_con_singledot_image_40.png,252.2666075295856,252.5181460382155,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,16,7,295,2,,,,3_con_singledot_image_65.png,252.6254136965872,252.8769893291901,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,16,8,296,8,,,,3_con_totaldot_image_14.png,252.98317652956757,253.23436024620605,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,16,9,297,9,,,,4_con_totaldot_image_39.png,253.34229002958455,253.59400953819568,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,16,10,298,4,,,,5_con_singledot_image_30.png,253.70033361356764,253.95079195419385,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,16,11,299,14,,,,3_con_circum_image_66.png,254.05902665456233,254.3108209961938,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,16,12,300,5,,,,6_con_singledot_image_65.png,254.41715277956973,254.66822741318902,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,16,13,301,11,,,,6_con_totaldot_image_44.png,254.77540469657106,255.0267956211901,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,16,14,302,7,,,,2_con_totaldot_image_13.png,255.13317207158252,255.38419778821117,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,16,15,303,16,,,,5_con_circum_image_39.png,255.4930435295828,255.74349320419424,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,16,16,304,12,,,,1_con_circum_image_19.png,255.84967415458232,256.1009422461939,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,16,17,305,13,,,,2_con_circum_image_38.png,256.2088621545845,256.4605752882053,5.wav,256.55993854199187,11.mp4,256.55993854199187,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,17,0,306,4,,,,5_con_singledot_image_64.png,258.4063206783612,258.66010162119346,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,17,1,307,11,,,,6_con_totaldot_image_52.png,258.76652348857897,259.0175840382144,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,17,2,308,15,,,,4_con_circum_image_65.png,259.1263177795772,259.3832275382156,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,17,3,309,5,,,,6_con_singledot_image_60.png,259.4945831545774,259.743907871205,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,17,4,310,6,,,,1_con_totaldot_image_17.png,259.85066807158,260.1010239962052,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,17,5,311,16,,,,5_con_circum_image_65.png,260.2089004045847,260.4602433291875,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,17,6,312,9,,,,4_con_totaldot_image_24.png,260.56656082156405,260.81839495421445,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,17,7,313,10,,,,5_con_totaldot_image_9.png,260.92574473856075,261.17693216320185,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,17,8,314,0,,,,1_con_singledot_image_3.png,261.2831991545827,261.5343282462127,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,17,9,315,12,,,,1_con_circum_image_58.png,261.64347048856143,261.8935377882008,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,17,10,316,2,,,,3_con_singledot_image_13.png,262.00069798856566,262.25084816319577,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,17,11,317,3,,,,4_con_singledot_image_52.png,262.3592954045598,262.6102004962013,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,17,12,318,13,,,,2_con_circum_image_49.png,262.7164767795621,262.96856687120453,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,17,13,319,1,,,,2_con_singledot_image_66.png,263.07655182156304,263.32774453821185,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,17,14,320,8,,,,3_con_totaldot_image_22.png,263.4341499045695,263.6841776631918,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,17,15,321,17,,,,6_con_circum_image_16.png,263.7930687385815,264.04383378820785,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,17,16,322,14,,,,3_con_circum_image_11.png,264.1500297795719,264.40109774620214,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,17,17,323,7,,,,2_con_totaldot_image_7.png,264.5092695295607,264.76020841319405,2.wav,264.8596245420049,3.mp4,264.8596245420049,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,18,0,324,16,,,,5_con_circum_image_61.png,266.7109343033808,266.96075103820476,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,18,1,325,9,,,,4_con_totaldot_image_22.png,267.0674936965661,267.3185399132053,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,18,2,326,4,,,,5_con_singledot_image_7.png,267.4262092795834,267.6772779541934,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,18,3,327,5,,,,6_con_singledot_image_32.png,267.7835223215661,268.03448241318983,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,18,4,328,8,,,,3_con_totaldot_image_7.png,268.14316290458373,268.3936450792098,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
